DANE,Department,Deparment_DANE,Year,Month,Deparment_Month,Year_month,Period,DANE_period,DANE_Department_Month,DANE_year,DANE_Year_Month,MPI,altitude,forest,deforest,fire,HFP,mining,Total_pob,coca,temperature,rainfall,vector,cases,sir,excess
50245,50,5050245,2021,10,5010,2021-10,178,50245010,502455010,502452021,50245-2021-10,29.7,700,57.32783122,0.026246573,0.090996557,4.030133748,0.134408602,1666,0,15.2774089,6.977636,22.64150943,0,0,0
50245,50,5050245,2021,11,5011,2021-11,179,50245011,502455011,502452021,50245-2021-11,29.7,700,57.32783122,0.026246573,0.090996557,4.030133748,0.134408602,1666,0,15.2510417,6.7663,22.64150943,0,0,0
50245,50,5050245,2021,12,5012,2021-12,180,50245012,502455012,502452021,50245-2021-12,29.7,700,57.32783122,0.026246573,0.090996557,4.030133748,0.134408602,1666,0,15.6100098,4.567562,22.64150943,0,0,0
27425,27,2727425,2021,9,279,2021-9,177,27425009,27425279,274252021,27425-2021-9,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.2206706,29.808966,0.043763676,15,4.343414769,1
27425,27,2727425,2021,11,2711,2021-11,179,27425011,274252711,274252021,27425-2021-11,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,23.250651,47.151446,0.043763676,22,6.824137527,1
27425,27,2727425,2021,7,277,2021-7,175,27425007,27425277,274252021,27425-2021-7,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.0664063,32.129006,0.043763676,26,6.753101795,1
27425,27,2727425,2021,8,278,2021-8,176,27425008,27425278,274252021,27425-2021-8,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,23.6497721,42.764894,0.043763676,30,7.807264974,1
27425,27,2727425,2021,1,271,2021-1,169,27425001,27425271,274252021,27425-2021-1,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.4283529,22.191463,0.043763676,37,10.65412443,1
27425,27,2727425,2021,5,275,2021-5,173,27425005,27425275,274252021,27425-2021-5,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.3746745,29.811744,0.043763676,37,10.68531684,1
27425,27,2727425,2021,12,2712,2021-12,180,27425012,274252712,274252021,27425-2021-12,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,23.8610026,26.780025,0.043763676,37,12.50580592,1
27425,27,2727425,2021,6,276,2021-6,174,27425006,27425276,274252021,27425-2021-6,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.0288411,32.047125,0.043763676,41,11.2932554,1
27425,27,2727425,2021,10,2710,2021-10,178,27425010,274252710,274252021,27425-2021-10,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.0694336,33.438396,0.043763676,41,11.56070022,1
27425,27,2727425,2021,4,274,2021-4,172,27425004,27425274,274252021,27425-2021-4,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.521875,24.98077,0.043763676,56,15.30712687,1
27425,27,2727425,2021,2,272,2021-2,170,27425002,27425272,274252021,27425-2021-2,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.9716146,13.163726,0.043763676,57,16.51690633,1
27425,27,2727425,2021,3,273,2021-3,171,27425003,27425273,274252021,27425-2021-3,76.6,100,95.99203255,0.026418326,0.013782058,2.45771981,4.412416851,11021,0,24.9044922,18.150063,0.043763676,64,16.69653242,1
52885,52,5252885,2021,1,521,2021-1,169,52885001,52885521,528852021,52885-2021-1,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.5511719,8.945293,0,0,0,0
52885,52,5252885,2021,2,522,2021-2,170,52885002,52885522,528852021,52885-2021-2,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.907373,7.833652,0,0,0,0
52885,52,5252885,2021,3,523,2021-3,171,52885003,52885523,528852021,52885-2021-3,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.3956543,12.546612,0,0,0,0
52885,52,5252885,2021,4,524,2021-4,172,52885004,52885524,528852021,52885-2021-4,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.6932617,8.560441,0,0,0,0
52885,52,5252885,2021,5,525,2021-5,173,52885005,52885525,528852021,52885-2021-5,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.8976074,9.497144,0,0,0,0
52885,52,5252885,2021,6,526,2021-6,174,52885006,52885526,528852021,52885-2021-6,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.2108398,7.326132,0,0,0,0
52885,52,5252885,2021,7,527,2021-7,175,52885007,52885527,528852021,52885-2021-7,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.1209961,4.716601,0,0,0,0
52885,52,5252885,2021,8,528,2021-8,176,52885008,52885528,528852021,52885-2021-8,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.2464844,5.275541,0,0,0,0
52885,52,5252885,2021,9,529,2021-9,177,52885009,52885529,528852021,52885-2021-9,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.5321289,6.044914,0,0,0,0
52885,52,5252885,2021,10,5210,2021-10,178,52885010,528855210,528852021,52885-2021-10,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.8729492,10.71749,0,0,0,0
52885,52,5252885,2021,11,5211,2021-11,179,52885011,528855211,528852021,52885-2021-11,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.6249023,9.404863,0,0,0,0
52885,52,5252885,2021,12,5212,2021-12,180,52885012,528855212,528852021,52885-2021-12,44.2,1400,9.300428476,0.026443234,0.244748118,7.407787931,0.337837838,10955,0,13.9117676,9.010688,0,0,0,0
47745,47,4747745,2021,1,471,2021-1,169,47745001,47745471,477452021,47745-2021-1,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.4291992,0.0174,76.61564626,0,0,0
47745,47,4747745,2021,2,472,2021-2,170,47745002,47745472,477452021,47745-2021-2,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.9003418,0.0368,76.61564626,0,0,0
47745,47,4747745,2021,3,473,2021-3,171,47745003,47745473,477452021,47745-2021-3,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.614209,0.0634,76.61564626,0,0,0
47745,47,4747745,2021,4,474,2021-4,172,47745004,47745474,477452021,47745-2021-4,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.6620117,1.654238,76.61564626,0,0,0
47745,47,4747745,2021,5,475,2021-5,173,47745005,47745475,477452021,47745-2021-5,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,28.0399902,2.258872,76.61564626,0,0,0
47745,47,4747745,2021,6,476,2021-6,174,47745006,47745476,477452021,47745-2021-6,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.5917969,5.666441,76.61564626,0,0,0
47745,47,4747745,2021,7,477,2021-7,175,47745007,47745477,477452021,47745-2021-7,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,28.0194336,3.372508,76.61564626,0,0,0
47745,47,4747745,2021,8,478,2021-8,176,47745008,47745478,477452021,47745-2021-8,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.4958008,8.412025,76.61564626,0,0,0
47745,47,4747745,2021,9,479,2021-9,177,47745009,47745479,477452021,47745-2021-9,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.7524414,5.929761,76.61564626,0,0,0
47745,47,4747745,2021,10,4710,2021-10,178,47745010,477454710,477452021,47745-2021-10,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.3654297,8.220073,76.61564626,0,0,0
47745,47,4747745,2021,11,4711,2021-11,179,47745011,477454711,477452021,47745-2021-11,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.4182617,3.257476,76.61564626,0,0,0
47745,47,4747745,2021,12,4712,2021-12,180,47745012,477454712,477452021,47745-2021-12,70.7,50,0.961970414,0.026571011,0.649980009,6.443753223,0.041736227,29612,0,27.6190918,0.732184,76.61564626,0,0,0
73678,73,7373678,2021,1,731,2021-1,169,73678001,73678731,736782021,73678-2021-1,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,25.7607666,1.820608,25.90673575,0,0,0
73678,73,7373678,2021,2,732,2021-2,170,73678002,73678732,736782021,73678-2021-2,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,26.9837891,2.881149,25.90673575,0,0,0
73678,73,7373678,2021,3,733,2021-3,171,73678003,73678733,736782021,73678-2021-3,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,24.9249512,5.121722,25.90673575,0,0,0
73678,73,7373678,2021,4,734,2021-4,172,73678004,73678734,736782021,73678-2021-4,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,25.9480225,2.914751,25.90673575,0,0,0
73678,73,7373678,2021,5,735,2021-5,173,73678005,73678735,736782021,73678-2021-5,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,24.5515381,5.406071,25.90673575,0,0,0
73678,73,7373678,2021,6,736,2021-6,174,73678006,73678736,736782021,73678-2021-6,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,24.0229736,3.768454,25.90673575,0,0,0
73678,73,7373678,2021,7,737,2021-7,175,73678007,73678737,736782021,73678-2021-7,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,26.3215576,1.151022,25.90673575,0,0,0
73678,73,7373678,2021,8,738,2021-8,176,73678008,73678738,736782021,73678-2021-8,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,25.8891846,2.324158,25.90673575,0,0,0
73678,73,7373678,2021,9,739,2021-9,177,73678009,73678739,736782021,73678-2021-9,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,26.5511719,1.363208,25.90673575,0,0,0
73678,73,7373678,2021,10,7310,2021-10,178,73678010,736787310,736782021,73678-2021-10,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,25.1872803,3.697793,25.90673575,0,0,0
73678,73,7373678,2021,11,7311,2021-11,179,73678011,736787311,736782021,73678-2021-11,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,24.50625,3.613281,25.90673575,0,0,0
73678,73,7373678,2021,12,7312,2021-12,180,73678012,736787312,736782021,73678-2021-12,39.4,400,0.48539358,0.026829182,0.060674197,10.03870236,1.565217391,13489,0,25.0576416,1.750069,25.90673575,0,0,0
23417,23,2323417,2021,2,232,2021-2,170,23417002,23417232,234172021,23417-2021-2,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,28.270166,0.351523,89.94132439,0,0,0
23417,23,2323417,2021,3,233,2021-3,171,23417003,23417233,234172021,23417-2021-3,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,28.0433245,1.37268,89.94132439,0,0,0
23417,23,2323417,2021,4,234,2021-4,172,23417004,23417234,234172021,23417-2021-4,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,27.0520787,5.807392,89.94132439,0,0,0
23417,23,2323417,2021,5,235,2021-5,173,23417005,23417235,234172021,23417-2021-5,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,27.0012626,6.940967,89.94132439,0,0,0
23417,23,2323417,2021,6,236,2021-6,174,23417006,23417236,234172021,23417-2021-6,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.4635603,8.176503,89.94132439,0,0,0
23417,23,2323417,2021,9,239,2021-9,177,23417009,23417239,234172021,23417-2021-9,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.7284877,6.621341,89.94132439,0,0,0
23417,23,2323417,2021,10,2310,2021-10,178,23417010,234172310,234172021,23417-2021-10,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.471582,7.763076,89.94132439,0,0,0
23417,23,2323417,2021,7,237,2021-7,175,23417007,23417237,234172021,23417-2021-7,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.9618862,6.180966,89.94132439,1,0.271547676,0
23417,23,2323417,2021,8,238,2021-8,176,23417008,23417238,234172021,23417-2021-8,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.4984375,7.162342,89.94132439,1,0.272404302,0
23417,23,2323417,2021,11,2311,2021-11,179,23417011,234172311,234172021,23417-2021-11,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.2555525,6.713035,89.94132439,1,0.321395025,0
23417,23,2323417,2021,12,2312,2021-12,180,23417012,234172312,234172021,23417-2021-12,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,26.7723982,2.276887,89.94132439,1,0.351044129,0
23417,23,2323417,2021,1,231,2021-1,169,23417001,23417231,234172021,23417-2021-1,41.1,100,0.248160786,0.026841494,0.082720262,11.36951221,0.021294719,116404,0,27.4634905,0.60662,89.94132439,3,0.910315134,0
50223,50,5050223,2021,1,501,2021-1,169,50223001,50223501,502232021,50223-2021-1,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.6516602,1.761645,26.04930047,0,0,0
50223,50,5050223,2021,2,502,2021-2,170,50223002,50223502,502232021,50223-2021-2,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.963623,7.381617,26.04930047,0,0,0
50223,50,5050223,2021,3,503,2021-3,171,50223003,50223503,502232021,50223-2021-3,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.1898438,8.281562,26.04930047,0,0,0
50223,50,5050223,2021,5,505,2021-5,173,50223005,50223505,502232021,50223-2021-5,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.2716797,13.545856,26.04930047,0,0,0
50223,50,5050223,2021,6,506,2021-6,174,50223006,50223506,502232021,50223-2021-6,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.0038086,6.326477,26.04930047,0,0,0
50223,50,5050223,2021,7,507,2021-7,175,50223007,50223507,502232021,50223-2021-7,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,13.4429688,6.254977,26.04930047,0,0,0
50223,50,5050223,2021,8,508,2021-8,176,50223008,50223508,502232021,50223-2021-8,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.0449219,5.751658,26.04930047,0,0,0
50223,50,5050223,2021,9,509,2021-9,177,50223009,50223509,502232021,50223-2021-9,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.4621582,5.062308,26.04930047,0,0,0
50223,50,5050223,2021,10,5010,2021-10,178,50223010,502235010,502232021,50223-2021-10,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,15.042627,6.923686,26.04930047,0,0,0
50223,50,5050223,2021,11,5011,2021-11,179,50223011,502235011,502232021,50223-2021-11,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.7168945,4.719744,26.04930047,0,0,0
50223,50,5050223,2021,12,5012,2021-12,180,50223012,502235012,502232021,50223-2021-12,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,15.205957,2.092422,26.04930047,0,0,0
50223,50,5050223,2021,4,504,2021-4,172,50223004,50223504,502232021,50223-2021-4,21.8,500,55.71170783,0.027035495,0.021526935,2.773399421,0.016857721,7126,0,14.6057617,7.310464,26.04930047,1,0.120022548,0
76130,76,7676130,2021,1,761,2021-1,169,76130001,76130761,761302021,76130-2021-1,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.4496094,10.353467,0,0,0,0
76130,76,7676130,2021,2,762,2021-2,170,76130002,76130762,761302021,76130-2021-2,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.5633789,8.940676,0,0,0,0
76130,76,7676130,2021,3,763,2021-3,171,76130003,76130763,761302021,76130-2021-3,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.4740234,10.21827,0,0,0,0
76130,76,7676130,2021,4,764,2021-4,172,76130004,76130764,761302021,76130-2021-4,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,20.0294434,13.885286,0,0,0,0
76130,76,7676130,2021,5,765,2021-5,173,76130005,76130765,761302021,76130-2021-5,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,20.1568848,14.609904,0,0,0,0
76130,76,7676130,2021,6,766,2021-6,174,76130006,76130766,761302021,76130-2021-6,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.7572266,14.006248,0,0,0,0
76130,76,7676130,2021,7,767,2021-7,175,76130007,76130767,761302021,76130-2021-7,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,20.2020508,15.228927,0,0,0,0
76130,76,7676130,2021,8,768,2021-8,176,76130008,76130768,761302021,76130-2021-8,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.6410156,19.175222,0,0,0,0
76130,76,7676130,2021,9,769,2021-9,177,76130009,76130769,761302021,76130-2021-9,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.7320801,17.481094,0,0,0,0
76130,76,7676130,2021,10,7610,2021-10,178,76130010,761307610,761302021,76130-2021-10,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.5558105,15.514262,0,0,0,0
76130,76,7676130,2021,11,7611,2021-11,179,76130011,761307611,761302021,76130-2021-11,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.0499512,16.447362,0,0,0,0
76130,76,7676130,2021,12,7612,2021-12,180,76130012,761307612,761302021,76130-2021-12,15.5,50,0.085407318,0.027067653,1.622739047,16.42038717,0.127877238,94736,0,19.3663574,15.962966,0,0,0,0
94886,94,9494886,2021,1,941,2021-1,169,94886001,94886941,948862021,94886-2021-1,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.6866828,6.992198,93.20728291,0,0,0
94886,94,9494886,2021,2,942,2021-2,170,94886002,94886942,948862021,94886-2021-2,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,27.031692,3.03224,93.20728291,0,0,0
94886,94,9494886,2021,4,944,2021-4,172,94886004,94886944,948862021,94886-2021-4,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.6380602,9.753063,93.20728291,0,0,0
94886,94,9494886,2021,9,949,2021-9,177,94886009,94886949,948862021,94886-2021-9,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,26.0311266,7.178767,93.20728291,0,0,0
94886,94,9494886,2021,10,9410,2021-10,178,94886010,948869410,948862021,94886-2021-10,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,26.2883224,8.31568,93.20728291,0,0,0
94886,94,9494886,2021,3,943,2021-3,171,94886003,94886943,948862021,94886-2021-3,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.6341283,8.440904,93.20728291,1,4.319424509,1
94886,94,9494886,2021,7,947,2021-7,175,94886007,94886947,948862021,94886-2021-7,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,24.3278731,13.079091,93.20728291,1,4.126092847,1
94886,94,9494886,2021,8,948,2021-8,176,94886008,94886948,948862021,94886-2021-8,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.2520868,7.773843,93.20728291,1,4.155300117,1
94886,94,9494886,2021,5,945,2021-5,173,94886005,94886945,948862021,94886-2021-5,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.2466386,16.772871,93.20728291,2,9.311094671,1
94886,94,9494886,2021,6,946,2021-6,174,94886006,94886946,948862021,94886-2021-6,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,25.1367239,12.688015,93.20728291,2,8.99701555,1
94886,94,9494886,2021,11,9411,2021-11,179,94886011,948869411,948862021,94886-2021-11,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,26.1658666,5.898111,93.20728291,3,14.35726282,1
94886,94,9494886,2021,12,9412,2021-12,180,94886012,948869412,948862021,94886-2021-12,90.1,100,100,0.027121355,0.010706534,1.223476287,0.027262814,908,0,26.2259766,5.077472,93.20728291,6,31.5634301,1
52411,52,5252411,2021,1,521,2021-1,169,52411001,52411521,524112021,52411-2021-1,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.4862305,13.790569,0,0,0,0
52411,52,5252411,2021,2,522,2021-2,170,52411002,52411522,524112021,52411-2021-2,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.891748,12.987986,0,0,0,0
52411,52,5252411,2021,3,523,2021-3,171,52411003,52411523,524112021,52411-2021-3,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.5147949,15.892467,0,0,0,0
52411,52,5252411,2021,4,524,2021-4,172,52411004,52411524,524112021,52411-2021-4,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,17.0072266,14.968008,0,0,0,0
52411,52,5252411,2021,5,525,2021-5,173,52411005,52411525,524112021,52411-2021-5,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,17.1974121,16.016811,0,0,0,0
52411,52,5252411,2021,6,526,2021-6,174,52411006,52411526,524112021,52411-2021-6,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.6605469,12.387944,0,0,0,0
52411,52,5252411,2021,7,527,2021-7,175,52411007,52411527,524112021,52411-2021-7,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,17.225,8.800391,0,0,0,0
52411,52,5252411,2021,8,528,2021-8,176,52411008,52411528,524112021,52411-2021-8,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.9476563,11.654378,0,0,0,0
52411,52,5252411,2021,9,529,2021-9,177,52411009,52411529,524112021,52411-2021-9,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,17.0267578,13.808359,0,0,0,0
52411,52,5252411,2021,10,5210,2021-10,178,52411010,524115210,524112021,52411-2021-10,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.8172852,15.804067,0,0,0,0
52411,52,5252411,2021,11,5211,2021-11,179,52411011,524115211,524112021,52411-2021-11,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.1883789,11.198874,0,0,0,0
52411,52,5252411,2021,12,5212,2021-12,180,52411012,524115212,524112021,52411-2021-12,32.9,600,1.310120252,0.027156485,0.187160036,6.670958927,0.132275132,10010,0.042567679,16.5567871,12.78633,0,0,0,0
91001,91,9191001,2021,2,912,2021-2,170,91001002,91001912,910012021,91001-2021-2,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.4729871,13.175558,22.42790074,1,0.088746426,0
91001,91,9191001,2021,5,915,2021-5,173,91001005,91001915,910012021,91001-2021-5,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,24.9031529,8.437112,22.42790074,1,0.087879575,0
91001,91,9191001,2021,1,911,2021-1,169,91001001,91001911,910012021,91001-2021-1,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,24.9859614,11.768722,22.42790074,2,0.175132049,0
91001,91,9191001,2021,8,918,2021-8,176,91001008,91001918,910012021,91001-2021-8,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.5149793,3.626872,22.42790074,2,0.157758144,0
91001,91,9191001,2021,11,9111,2021-11,179,91001011,910019111,910012021,91001-2021-11,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.9238999,8.848903,22.42790074,2,0.18602743,0
91001,91,9191001,2021,12,9112,2021-12,180,91001012,910019112,910012021,91001-2021-12,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.8242108,10.780667,22.42790074,2,0.202908376,0
91001,91,9191001,2021,3,913,2021-3,171,91001003,91001913,910012021,91001-2021-3,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,24.7685666,12.723987,22.42790074,4,0.319471049,0
91001,91,9191001,2021,6,916,2021-6,174,91001006,91001916,910012021,91001-2021-6,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,24.5734534,6.659409,22.42790074,4,0.336189385,0
91001,91,9191001,2021,9,919,2021-9,177,91001009,91001919,910012021,91001-2021-9,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.7398278,5.813023,22.42790074,4,0.347740317,0
91001,91,9191001,2021,7,917,2021-7,175,91001007,91001917,910012021,91001-2021-7,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,24.2919842,4.511319,22.42790074,5,0.392509013,0
91001,91,9191001,2021,4,914,2021-4,172,91001004,91001914,910012021,91001-2021-4,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,25.0504145,12.967607,22.42790074,6,0.500278744,0
91001,91,9191001,2021,10,9110,2021-10,178,91001010,910019110,910012021,91001-2021-10,48.4,100,100,0.028039134,0.004041213,1.455100505,0.003471258,50811,0,26.2156728,5.949182,22.42790074,7,0.595480904,0
19517,19,1919517,2021,1,191,2021-1,169,19517001,19517191,195172021,19517-2021-1,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,13.2880534,4.187788,0,0,0,0
19517,19,1919517,2021,2,192,2021-2,170,19517002,19517192,195172021,19517-2021-2,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,13.7636719,11.080408,0,0,0,0
19517,19,1919517,2021,3,193,2021-3,171,19517003,19517193,195172021,19517-2021-3,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,13.1647135,14.260587,0,0,0,0
19517,19,1919517,2021,4,194,2021-4,172,19517004,19517194,195172021,19517-2021-4,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,13.4171549,10.790426,0,0,0,0
19517,19,1919517,2021,5,195,2021-5,173,19517005,19517195,195172021,19517-2021-5,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,13.3634766,11.312639,0,0,0,0
19517,19,1919517,2021,6,196,2021-6,174,19517006,19517196,195172021,19517-2021-6,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,12.7979818,10.554434,0,0,0,0
19517,19,1919517,2021,7,197,2021-7,175,19517007,19517197,195172021,19517-2021-7,56.3,900,53.96938649,0.02830599,0.044080631,5.518117814,0.023596036,47124,0,12.2078776,8.003761,0,0,0,0
